학교ID,개방ID,시도명,시도교육청명,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2009_해당지역예측학생수,2010_해당지역예측학생수,2011_해당지역예측학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,상관계수,2024_예측학생수,2025_예측학생수,2026_예측학생수,2027_예측학생수,2028_예측학생수,2029_예측학생수,2030_예측학생수
B000007728,9580038487,경남,경상남도교육청,예림초등학교,1945-04-01,경상남도 밀양시 상남면 예림리 936,경상남도 밀양시 상남면 밀양대로 1524,35.46813177,128.762378,밀양시,500.0,467.0,444.0,414.0,396.0,383.0,388.0,378.0,365.0,367.0,355.0,349.0,334.0,313.0,288.0,7102,6606,6078,5557,4974,4761,4591,4391,4325,4209,4178,3915,3762,3720,3672,3671,3473,3369,3180,2905,2587,2224,0.969470660265,326.0336514060035,315.99561758839684,310.7231149771287,301.1413554239587,287.19964178839393,271.07795111163165,252.6748891126861
B000007880,9694861710,경남,경상남도교육청,남명초등학교,1934-04-24,경상남도 남해군 남면 당항리 1410,경상남도 남해군 남면 남서대로 748,34.77171139,127.8916463,남해군,120.0,106.0,100.0,84.0,74.0,62.0,65.0,59.0,59.0,68.0,57.0,50.0,46.0,49.0,39.0,2619,2380,2138,1896,1703,1647,1586,1567,1525,1523,1463,1323,1245,1175,1073,979,901,864,777,686,648,592,0.9872776823462378,33.10325186197201,28.95379270285502,26.985459511991834,22.357216603745954,17.516180918109463,15.49464953289862,12.515550649430011
B000007729,9777034938,경남,경상남도교육청,산동초등학교,1935-03-01,경상남도 밀양시 단장면 범도리 709-3,경상남도 밀양시 단장면 표충로 889-6,35.52557833,128.9117722,밀양시,43.0,36.0,36.0,29.0,27.0,29.0,28.0,27.0,28.0,27.0,23.0,15.0,11.0,15.0,15.0,7102,6606,6078,5557,4974,4761,4591,4391,4325,4209,4178,3915,3762,3720,3672,3671,3473,3369,3180,2905,2587,2224,0.9012479834229048,17.589243905967404,16.112017773440172,15.336101016961223,13.926021526821593,11.874318564978214,9.501803867282963,6.793555957649708
B000007813,9852711319,경남,경상남도교육청,부곡초등학교,1924-09-08,경상남도 창녕군 부곡면 부곡리 348,경상남도 창녕군 부곡면 원동길 16,35.43679975,128.6015618,창녕군,149.0,136.0,110.0,89.0,78.0,75.0,72.0,77.0,75.0,73.0,72.0,54.0,48.0,37.0,35.0,3723,3340,3066,2716,2432,2253,2148,2162,2119,2155,2187,2186,2207,2255,2300,2304,2252,2178,2040,1881,1642,1395,0.877053817674721,68.51033015085262,65.5642749324313,61.37181173698558,53.55343442655975,44.54530404715608,31.004781024027295,17.011018736525997
B000007151,1041562438,경북,경상북도교육청,영천중앙초등학교,1909-05-01,경상북도 영천시 문내동 24-1,경상북도 영천시 조양길 71,35.97182956,128.9323548,영천시,1262.0,1242.0,1183.0,1105.0,1061.0,1042.0,1069.0,1023.0,986.0,963.0,936.0,927.0,891.0,882.0,852.0,7489,7058,6444,5805,5222,4848,4744,4541,4564,4655,4726,4661,4596,4584,4388,4170,3867,3810,3661,3477,3378,3259,0.909701391375479,905.7877964306407,870.4999064006731,863.8615904544417,846.508799647626,825.0798499264577,813.5501432830029,799.6912029742037
B000007274,1066398084,경북,경상북도교육청,점곡초등학교,1921-04-16,경상북도 의성군 점곡면 사촌리 360-2,경상북도 의성군 점곡면 점곡길 8,36.42506667,128.7609423,의성군,41.0,39.0,36.0,27.0,26.0,19.0,22.0,21.0,17.0,12.0,11.0,13.0,13.0,17.0,14.0,2818,2615,2371,2162,1980,1979,1963,1957,1985,1953,1916,1801,1716,1660,1610,1533,1486,1485,1456,1385,1305,1261,0.9056681620398761,8.505145793946824,7.247653841568301,7.22089869364536,6.444999403879891,4.5453839013506325,2.404972067514855,1.227745558905177
B000007101,1079793572,경북,경상북도교육청,진평초등학교,2004-09-01,경상북도 구미시 진평동 1057,경상북도 구미시 인동30길 53,36.09135257,128.4274392,구미시,1389.0,1330.0,1321.0,1227.0,1124.0,1127.0,1065.0,1003.0,954.0,913.0,870.0,780.0,729.0,688.0,659.0,36989,35468,33905,32146,30321,29861,29714,28940,28819,29154,29685,29256,29336,29708,29218,27866,25840,23941,21719,19368,17283,15417,0.8029440036075577,789.8654039890239,638.3126446633205,496.25998426869523,330.0456549391233,154.18161882129084,-1.784572291291397,-141.36870304240801
B000007349,1127605020,경북,경상북도교육청,초전초등학교,1930-08-30,경상북도 성주군 초전면 대장리 590,경상북도 성주군 초전면 대장1길 68,35.976246,128.2631599,성주군,229.0,191.0,176.0,166.0,151.0,129.0,111.0,103.0,101.0,88.0,92.0,85.0,75.0,73.0,79.0,2794,2531,2314,2080,1886,1764,1713,1668,1633,1668,1707,1710,1718,1767,1812,1785,1714,1642,1546,1411,1264,1138,0.9138558483776357,106.73701603203911,97.89074571752737,88.91988004647321,76.95872581840099,60.13835268517447,41.82283527343888,26.123820349094117
B000007178,1156350255,경북,경상북도교육청,상영초등학교,1945-11-05,경상북도 상주시 남성동 188,경상북도 상주시 상산로 202,36.40845531,128.1607154,상주시,1009.0,992.0,981.0,952.0,898.0,913.0,887.0,846.0,816.0,790.0,783.0,704.0,664.0,620.0,570.0,6346,5862,5441,5020,4533,4302,4182,4105,4103,4050,4077,3956,3818,3679,3497,3306,3105,2965,2772,2522,2335,2180,0.850787221588016,663.6422523937539,635.0740682252463,615.1758304959374,587.7446884833903,552.2121211096244,525.6337607140476,503.6035689423129
B000006999,1192403435,경북,경상북도교육청,내남초등학교,1926-07-17,경상북도 경주시 내남면 부지리 431-1,경상북도 경주시 내남면 경덕로 286,35.764822,129.1960584,경주시,175.0,136.0,125.0,105.0,100.0,101.0,93.0,84.0,85.0,82.0,79.0,66.0,71.0,72.0,65.0,22174,20524,18938,17245,15533,14700,14176,13523,13137,12892,12662,12035,11593,11308,10864,10267,9498,8836,8200,7519,6873,6490,0.9734039940908207,58.22760106832189,51.76486578730869,46.201366754758965,40.85637372650878,35.133197229278636,29.704163430144014,26.48540190527008
B000006902,1204909503,경북,경상북도교육청,대이초등학교,2007-03-01,경상북도 포항시 남구 대잠동 1,경상북도 포항시 남구 대이로46번길 35,36.02239263,129.3456479,남구,543.0,548.0,543.0,498.0,463.0,426.0,426.0,383.0,363.0,358.0,356.0,336.0,351.0,346.0,334.0,20005,18396,17075,15732,14402,13702,13374,13128,13260,13515,13841,13844,13742,13838,13424,12631,11664,10649,9559,8251,7183,6439,0.8601848780590823,348.06056868295946,316.0504014163177,282.45131167935665,246.36953058252163,203.0713932663196,167.71786830171425,143.08957001176447
B000007273,1212503373,경북,경상북도교육청,단촌초등학교,1930-09-17,경상북도 의성군 단촌면 세촌리 875-1,경상북도 의성군 단촌면 신기길 42,36.425567,128.6711122,의성군,40.0,32.0,30.0,26.0,25.0,30.0,27.0,31.0,34.0,26.0,26.0,17.0,17.0,15.0,13.0,2818,2615,2371,2162,1980,1979,1963,1957,1985,1953,1916,1801,1716,1660,1610,1533,1486,1485,1456,1385,1305,1261,0.8184129756611405,16.74602515626863,15.881380614174034,15.862983921789045,15.329479842624291,14.023314683289904,12.55157929249059,11.74212482755097
B000007300,1219323694,경북,경상북도교육청,영양초등학교,1911-04-01,경상북도 영양군 영양읍 서부리 381,경상북도 영양군 영양읍 군청길 25,36.66632258,129.1105844,영양군,320.0,330.0,308.0,300.0,280.0,297.0,297.0,280.0,276.0,257.0,251.0,234.0,223.0,218.0,199.0,985,924,851,809,731,692,682,640,625,582,573,563,558,565,555,554,521,486,433,383,340,290,0.8681828990578283,238.74005515558724,230.77280937880488,222.32270022161146,209.52682064071854,197.45523613044224,187.07367345160458,175.00208894132828
B000007132,1235357403,경북,경상북도교육청,영주남부초등학교,1963-11-01,경상북도 영주시 휴천동 642-180,경상북도 영주시 대학로71번길 19,36.807801,128.6176686,영주시,1214.0,1059.0,1016.0,981.0,891.0,858.0,832.0,867.0,579.0,525.0,480.0,457.0,450.0,405.0,377.0,7713,7276,6742,6230,5719,5359,5140,4904,4838,4823,4832,4703,4573,4465,4285,4021,3677,3369,3063,2784,2510,2277,0.9047514098372561,400.94086355444415,320.51388257736585,248.503678679284,176.961073507813,111.73105114558962,47.67002559989339,-6.805226050278861
B000007270,1240207910,경북,경상북도교육청,의성남부초등학교,1944-04-11,경상북도 의성군 의성읍 도동리 670,경상북도 의성군 의성읍 문소1길 24,36.34314897,128.7023528,의성군,162.0,135.0,99.0,91.0,92.0,75.0,74.0,80.0,83.0,84.0,86.0,79.0,73.0,73.0,76.0,2818,2615,2371,2162,1980,1979,1963,1957,1985,1953,1916,1801,1716,1660,1610,1533,1486,1485,1456,1385,1305,1261,0.9242900105479055,56.414061396363735,53.17789977367471,53.1090452710643,51.112264695362555,46.2235950100238,40.715234801191414,37.685636686333595
B000006907,1281951129,경북,경상북도교육청,청림초등학교,1968-05-18,경상북도 포항시 남구 청림동 1164-3,경상북도 포항시 남구 정몽주로 890,35.99599147,129.404388,남구,475.0,419.0,386.0,361.0,269.0,236.0,233.0,215.0,206.0,181.0,150.0,127.0,119.0,122.0,103.0,20005,18396,17075,15732,14402,13702,13374,13128,13260,13515,13841,13844,13742,13838,13424,12631,11664,10649,9559,8251,7183,6439,0.888129472020267,133.8148336570324,85.33937275096423,34.45768420943466,-20.183735012503632,-85.7534380788295,-139.29200296784785,-176.58853131750112
B000007043,1282863616,경북,경상북도교육청,지례초등학교,1912-04-01,경상북도 김천시 지례면 교리 584,경상북도 김천시 지례면 장터길 15,35.98634964,128.0275035,김천시,40.0,36.0,33.0,31.0,27.0,24.0,32.0,32.0,29.0,30.0,31.0,32.0,26.0,22.0,19.0,9402,8825,8362,7719,7073,6894,6976,6949,6942,6988,7101,6789,6479,6339,6343,6333,6196,6076,5938,5735,5366,4975,0.8218372430890347,25.000477218776055,24.334185148043275,23.750571655430623,23.07941613892607,22.09213664725633,20.29752515747242,18.395917860709524
B000007428,1371365249,경북,경상북도교육청,기성초등학교,1926-10-01,경상북도 울진군 기성면 척산리 194,경상북도 울진군 기성면 척산2길 24-5,36.79788853,129.4493165,울진군,47.0,40.0,30.0,26.0,25.0,21.0,21.0,28.0,27.0,27.0,27.0,21.0,17.0,15.0,21.0,4308,4019,3676,3391,3051,2805,2533,2374,2250,2197,2211,2158,2182,2167,2128,2035,1912,1800,1627,1449,1330,1242,0.80523218045098,19.698685597826135,18.600751952790823,17.601007495522897,16.05675936063583,14.467879776763592,13.40565129091642,12.620137788777336
B000006975,1375346720,경북,경상북도교육청,신라초등학교,1989-03-02,경상북도 경주시 사정동 446-1,경상북도 경주시 금성로183번길 28,35.83486428,129.2043684,경주시,129.0,108.0,101.0,85.0,76.0,66.0,59.0,63.0,61.0,61.0,78.0,59.0,59.0,56.0,65.0,22174,20524,18938,17245,15533,14700,14176,13523,13137,12892,12662,12035,11593,11308,10864,10267,9498,8836,8200,7519,6873,6490,0.9346561354953313,48.816304618431545,44.31701152007359,40.44375790354177,36.72262603025743,32.73820652442938,28.958566288357552,26.717695993596692
B000007387,1420016765,경북,경상북도교육청,예천동부초등학교,1943-06-03,경상북도 예천군 예천읍 백전리 88,경상북도 예천군 예천읍 효자로 171,36.66182247,128.4590643,예천군,378.0,369.0,353.0,331.0,323.0,299.0,286.0,270.0,244.0,234.0,199.0,170.0,163.0,158.0,143.0,2521,2381,2271,2050,1848,1740,1663,1581,1553,1575,1557,1509,1486,1507,1488,1434,1489,1588,1682,1723,1747,1798,0.880432268480796,191.01986828269406,202.1326285636859,222.1355970694712,241.12831464062089,249.41237230463298,254.26157679088396,264.56613632416725
B000007015,1434289336,경북,경상북도교육청,김천모암초등학교,1950-06-10,경상북도 김천시 모암동 89-61,경상북도 김천시 모암사랑10길 6,36.12582704,128.1246519,김천시,293.0,238.0,203.0,185.0,175.0,139.0,139.0,135.0,116.0,134.0,125.0,133.0,121.0,117.0,102.0,9402,8825,8362,7719,7073,6894,6976,6949,6942,6988,7101,6789,6479,6339,6343,6333,6196,6076,5938,5735,5366,4975,0.9645852817502555,103.83514796749557,96.13362738898184,89.38776994794785,81.6300338907588,70.2182917196763,49.47478008849686,27.494527926461217
B000006989,1466461896,경북,경상북도교육청,석계초등학교,1947-09-01,경상북도 경주시 외동읍 석계리 91,경상북도 경주시 외동읍 석계평리길 79-31,35.67874018,129.3094092,경주시,49.0,46.0,51.0,42.0,42.0,34.0,30.0,32.0,31.0,39.0,36.0,32.0,21.0,31.0,32.0,22174,20524,18938,17245,15533,14700,14176,13523,13137,12892,12662,12035,11593,11308,10864,10267,9498,8836,8200,7519,6873,6490,0.8515058476291669,27.563202550259245,26.02572861182391,24.702181476265793,23.430616554490925,22.069082416552742,20.777524335630474,20.011786340284914
B000007110,1478097319,경북,경상북도교육청,구미신평초등학교,1980-03-01,경상북도 구미시 신평동 172,경상북도 구미시 신비로4길 15,36.12191861,128.3658616,구미시,459.0,388.0,340.0,307.0,264.0,264.0,232.0,178.0,149.0,173.0,187.0,188.0,190.0,200.0,224.0,36989,35468,33905,32146,30321,29861,29714,28940,28819,29154,29685,29256,29336,29708,29218,27866,25840,23941,21719,19368,17283,15417,0.9655108089307648,150.84867568682682,83.50021968239548,20.3735079585972,-53.49039591200824,-131.64252822514652,-200.95226700562012,-262.9819900580727
